,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
5826558835,2014-09-27;2014-10-04;2014-10-27;2014-11-18;2014-12-12;2015-01-11;2015-01-29,2014-10-04;2014-10-27;2014-11-17;2014-12-10;2015-01-02;2015-01-29,8/19/2015,7,9/27/2014,10/4/2014,10/27/2014,11/18/2014,12/12/2014,1/11/2015,1/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,10/4/2014,10/27/2014,11/17/2014,12/10/2014,1/2/2015,1/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
6177775040,3/27/2015,,8/19/2015,,3/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7419788148,12/6/2014,,8/19/2015,,12/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764746080,2014-07-29;2014-09-04;2014-09-09;2014-10-01,2014-08-19;2014-09-09;2014-09-19,8/19/2015,21,7/29/2014,9/4/2014,9/9/2014,10/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/19/2014,9/9/2014,9/19/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436738636,5/25/2015,,8/19/2015,,5/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616151767,4/3/2015,,8/19/2015,,4/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5449485614,2015-03-28;2015-04-14;2015-04-27;2015-05-09;2015-05-26;2015-06-04;2015-06-23;2015-07-19;2015-08-15,2015-04-04;2015-04-27;2015-05-08;2015-05-25;2015-06-03;2015-06-19;2015-07-13,8/19/2015,7,3/28/2015,4/14/2015,4/27/2015,5/9/2015,5/26/2015,6/4/2015,6/23/2015,7/19/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,4/4/2015,4/27/2015,5/8/2015,5/25/2015,6/3/2015,6/19/2015,7/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,
7472748908,2015-04-20;2015-05-17;2015-06-08;2015-06-12;2015-06-13;2015-06-13,2015-05-03;2015-06-08;2015-06-12;2015-06-13;2015-06-13,8/19/2015,13,4/20/2015,5/17/2015,6/8/2015,6/12/2015,6/13/2015,6/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/3/2015,6/8/2015,6/12/2015,6/13/2015,6/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785558347,2015-06-22;2015-07-05;2015-07-22;2015-08-12,2015-07-05;2015-07-22;2015-08-11,8/19/2015,13,6/22/2015,7/5/2015,7/22/2015,8/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/5/2015,7/22/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9677770426,2015-03-03;2015-03-12,3/12/2015,8/19/2015,9,3/3/2015,3/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483024126,2015-07-25;2015-08-12,8/12/2015,8/19/2015,18,7/25/2015,8/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743432522,2015-03-30;2015-04-12;2015-04-28;2015-05-10;2015-05-23;2015-06-08;2015-07-10;2015-07-14;2015-08-04;2015-08-14,2015-04-10;2015-04-19;2015-05-09;2015-05-20;2015-06-03;2015-06-16;2015-07-12;2015-07-15;2015-08-08,8/19/2015,11,3/30/2015,4/12/2015,4/28/2015,5/10/2015,5/23/2015,6/8/2015,7/10/2015,7/14/2015,8/4/2015,8/14/2015,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015,4/19/2015,5/9/2015,5/20/2015,6/3/2015,6/16/2015,7/12/2015,7/15/2015,8/8/2015,,,,,,,,,,,,,,,,,,,,,,,
5898120995,2015-06-10;2015-06-17;2015-06-22;2015-06-27;2015-07-06;2015-07-13;2015-07-21;2015-07-28;2015-08-12;2015-08-19,2015-06-17;2015-06-22;2015-06-27;2015-07-04;2015-07-13;2015-07-20;2015-07-28;2015-08-12;2015-08-19,8/19/2015,7,6/10/2015,6/17/2015,6/22/2015,6/27/2015,7/6/2015,7/13/2015,7/21/2015,7/28/2015,8/12/2015,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,,6/17/2015,6/22/2015,6/27/2015,7/4/2015,7/13/2015,7/20/2015,7/28/2015,8/12/2015,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,
5120292396,11/4/2014,,8/19/2015,,11/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9808214543,4/10/2015,,8/19/2015,,4/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571797067,2015-07-14;2015-08-08;2015-08-17,2015-08-08;2015-08-12,8/19/2015,25,7/14/2015,8/8/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/8/2015,8/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342241928,5/15/2014,,8/19/2015,,5/15/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574393088,2015-05-11;2015-05-16;2015-05-17;2015-05-25;2015-06-08,2015-05-16;2015-05-17;2015-05-25;2015-06-08,8/19/2015,5,5/11/2015,5/16/2015,5/17/2015,5/25/2015,6/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/16/2015,5/17/2015,5/25/2015,6/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9045211188,2015-07-02;2015-07-03;2015-07-06;2015-07-09;2015-08-01,2015-07-03;2015-07-06;2015-07-09;2015-08-01,8/19/2015,1,7/2/2015,7/3/2015,7/6/2015,7/9/2015,8/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/3/2015,7/6/2015,7/9/2015,8/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9255169851,2015-07-04;2015-07-22;2015-07-22;2015-08-06,2015-07-21;2015-07-22;2015-08-06,8/19/2015,17,7/4/2015,7/22/2015,7/22/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/21/2015,7/22/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7930805770,12/18/2014,,8/19/2015,,12/18/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8714622022,2015-05-19;2015-06-14;2015-07-20;2015-07-23,2015-06-10;2015-07-09;2015-07-23,8/19/2015,22,5/19/2015,6/14/2015,7/20/2015,7/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/10/2015,7/9/2015,7/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744930975,1/8/2015,,8/19/2015,,1/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8450552497,3/9/2015,3/30/2015,8/19/2015,21,3/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054378668,2015-06-16;2015-06-23;2015-06-30;2015-07-08;2015-07-28,2015-06-23;2015-06-30;2015-07-07;2015-07-28,8/19/2015,7,6/16/2015,6/23/2015,6/30/2015,7/8/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/23/2015,6/30/2015,7/7/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6507014956,2015-04-02;2015-04-13,4/13/2015,8/19/2015,11,4/2/2015,4/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6055146943,4/9/2015,,8/19/2015,,4/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978413484,6/12/2014,7/3/2014,8/19/2015,21,6/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/3/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7258285849,2014-12-16;2015-01-06,1/5/2015,8/19/2015,20,12/16/2014,1/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998097878,2015-03-24;2015-04-16;2015-05-07;2015-05-19;2015-06-11;2015-07-06;2015-08-01;2015-08-17,2015-04-14;2015-05-04;2015-05-19;2015-06-09;2015-07-01;2015-08-01;2015-08-17,8/19/2015,21,3/24/2015,4/16/2015,5/7/2015,5/19/2015,6/11/2015,7/6/2015,8/1/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,4/14/2015,5/4/2015,5/19/2015,6/9/2015,7/1/2015,8/1/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,
6768500803,2015-07-27;2015-08-06,8/4/2015,8/19/2015,8,7/27/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921206894,2015-06-26;2015-07-19;2015-08-10,2015-07-18;2015-08-09,8/19/2015,22,6/26/2015,7/19/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/18/2015,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669649960,5/27/2014,,8/19/2015,,5/27/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8155541862,4/16/2015,4/30/2015,8/19/2015,14,4/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3080908054,2015-04-01;2015-04-21;2015-04-27;2015-05-16;2015-05-25;2015-06-08;2015-08-15,2015-04-21;2015-04-27;2015-05-16;2015-05-25;2015-06-08;2015-08-15,8/19/2015,20,4/1/2015,4/21/2015,4/27/2015,5/16/2015,5/25/2015,6/8/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,4/21/2015,4/27/2015,5/16/2015,5/25/2015,6/8/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
9367555536,6/20/2015,,8/19/2015,,6/20/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9984848342,2015-06-22;2015-07-13;2015-08-04,2015-07-13;2015-08-04,8/19/2015,21,6/22/2015,7/13/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/13/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8993973315,2015-07-16;2015-07-24,7/17/2015,8/19/2015,1,7/16/2015,7/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7389317375,2015-05-31;2015-06-05;2015-06-17;2015-06-23;2015-07-03;2015-07-23;2015-08-01,2015-06-05;2015-06-17;2015-06-23;2015-06-30;2015-07-23;2015-08-01;2015-08-15,8/19/2015,5,5/31/2015,6/5/2015,6/17/2015,6/23/2015,7/3/2015,7/23/2015,8/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,6/5/2015,6/17/2015,6/23/2015,6/30/2015,7/23/2015,8/1/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,
3561640239,5/6/2015,,8/19/2015,,5/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9754677030,2015-04-09;2015-04-28;2015-08-14,2015-04-28;2015-08-10,8/19/2015,19,4/9/2015,4/28/2015,8/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/28/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951166708,2015-03-29;2015-04-20;2015-05-21;2015-06-17;2015-07-22,2015-04-16;2015-05-21;2015-06-17;2015-07-22,8/19/2015,18,3/29/2015,4/20/2015,5/21/2015,6/17/2015,7/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/16/2015,5/21/2015,6/17/2015,7/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7549961913,10/30/2014,,8/19/2015,,10/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151915927,2015-07-10;2015-07-25,2015-07-25;2015-08-07,8/19/2015,15,7/10/2015,7/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/25/2015,8/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585535472,2014-05-07;2014-06-03,6/3/2014,8/19/2015,27,5/7/2014,6/3/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/3/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517910470,5/22/2015,,8/19/2015,,5/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115392371,2015-05-06;2015-08-04,5/27/2015,8/19/2015,21,5/6/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174506041,2015-06-29;2015-07-20;2015-08-06,2015-07-20;2015-07-27,8/19/2015,21,6/29/2015,7/20/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/20/2015,7/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197328073,2015-07-18;2015-08-09;2015-08-15,2015-08-08;2015-08-15,8/19/2015,21,7/18/2015,8/9/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/8/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002742728,2014-08-18;2014-08-25;2014-09-26;2014-10-18;2014-11-25;2014-12-19;2015-01-25;2015-02-23;2015-03-13;2015-05-18;2015-06-19;2015-07-13,2014-08-25;2014-09-15;2014-10-16;2014-11-04;2014-12-15;2015-01-24;2015-02-23;2015-03-12;2015-05-04;2015-06-01;2015-07-13;2015-08-04,8/19/2015,7,8/18/2014,8/25/2014,9/26/2014,10/18/2014,11/25/2014,12/19/2014,1/25/2015,2/23/2015,3/13/2015,5/18/2015,6/19/2015,7/13/2015,,,,,,,,,,,,,,,,,,,,,,8/25/2014,9/15/2014,10/16/2014,11/4/2014,12/15/2014,1/24/2015,2/23/2015,3/12/2015,5/4/2015,6/1/2015,7/13/2015,8/4/2015,,,,,,,,,,,,,,,,,,,,
5816669626,2015-05-07;2015-05-21;2015-06-05;2015-06-12;2015-06-26;2015-07-13;2015-07-28;2015-08-17,2015-05-20;2015-06-05;2015-06-12;2015-06-26;2015-07-13;2015-07-28;2015-08-16,8/19/2015,13,5/7/2015,5/21/2015,6/5/2015,6/12/2015,6/26/2015,7/13/2015,7/28/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/2015,6/5/2015,6/12/2015,6/26/2015,7/13/2015,7/28/2015,8/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,
8251050249,2015-07-11;2015-07-30;2015-08-08,2015-07-30;2015-08-03,8/19/2015,19,7/11/2015,7/30/2015,8/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/30/2015,8/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7640935498,2014-07-24;2014-09-08,9/4/2014,8/19/2015,42,7/24/2014,9/8/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5657424461,2015-04-11;2015-04-18;2015-04-24;2015-05-07;2015-05-30;2015-07-06;2015-07-20;2015-07-29;2015-08-17,2015-04-18;2015-04-24;2015-05-07;2015-05-30;2015-06-25;2015-07-19;2015-07-29;2015-08-16,8/19/2015,7,4/11/2015,4/18/2015,4/24/2015,5/7/2015,5/30/2015,7/6/2015,7/20/2015,7/29/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,4/18/2015,4/24/2015,5/7/2015,5/30/2015,6/25/2015,7/19/2015,7/29/2015,8/16/2015,,,,,,,,,,,,,,,,,,,,,,,,
2567699254,2015-05-11;2015-05-30;2015-06-12;2015-06-26;2015-07-11;2015-07-28,2015-05-26;2015-06-12;2015-06-25;2015-07-10;2015-07-28,8/19/2015,15,5/11/2015,5/30/2015,6/12/2015,6/26/2015,7/11/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/26/2015,6/12/2015,6/25/2015,7/10/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100109588,7/19/2015,,8/19/2015,,7/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373167024,2015-06-09;2015-07-01,6/30/2015,8/19/2015,21,6/9/2015,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166787811,7/14/2015,,8/19/2015,,7/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799676461,2014-06-03;2014-11-04,7/31/2014,8/19/2015,58,6/3/2014,11/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/31/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4906074010,2015-06-29;2015-07-16,7/15/2015,8/19/2015,16,6/29/2015,7/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355461896,2015-06-20;2015-07-08;2015-08-06,2015-07-08;2015-08-05,8/19/2015,18,6/20/2015,7/8/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003808034,2015-06-12;2015-07-04,2015-06-30;2015-07-10,8/19/2015,18,6/12/2015,7/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2015,7/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817487983,2014-05-21;2014-06-11;2014-07-14;2014-08-05;2014-08-26;2014-09-09;2014-09-30;2014-10-25;2014-11-17;2014-12-15;2015-01-14;2015-02-05;2015-02-24;2015-03-17;2015-04-13;2015-05-08;2015-05-31;2015-06-23;2015-07-11;2015-08-08,2014-06-11;2014-07-02;2014-08-02;2014-08-23;2014-09-08;2014-09-30;2014-10-17;2014-11-12;2014-12-08;2015-01-04;2015-01-30;2015-02-24;2015-03-16;2015-04-07;2015-05-04;2015-05-30;2015-06-22;2015-07-11,8/19/2015,21,5/21/2014,6/11/2014,7/14/2014,8/5/2014,8/26/2014,9/9/2014,9/30/2014,10/25/2014,11/17/2014,12/15/2014,1/14/2015,2/5/2015,2/24/2015,3/17/2015,4/13/2015,5/8/2015,5/31/2015,6/23/2015,7/11/2015,8/8/2015,,,,,,,,,,,,,,6/11/2014,7/2/2014,8/2/2014,8/23/2014,9/8/2014,9/30/2014,10/17/2014,11/12/2014,12/8/2014,1/4/2015,1/30/2015,2/24/2015,3/16/2015,4/7/2015,5/4/2015,5/30/2015,6/22/2015,7/11/2015,,,,,,,,,,,,,,
7430130268,2015-02-28;2015-03-09;2015-03-24;2015-04-13;2015-04-28;2015-05-26;2015-07-13;2015-08-11,2015-03-09;2015-03-24;2015-04-13;2015-04-28;2015-05-26;2015-07-13;2015-08-11,8/19/2015,9,2/28/2015,3/9/2015,3/24/2015,4/13/2015,4/28/2015,5/26/2015,7/13/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,3/9/2015,3/24/2015,4/13/2015,4/28/2015,5/26/2015,7/13/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,
7470733511,2015-04-03;2015-04-21;2015-05-02,2015-04-20;2015-05-02,8/19/2015,17,4/3/2015,4/21/2015,5/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/20/2015,5/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565083094,8/29/2014,,8/19/2015,,8/29/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8389868976,2015-03-14;2015-05-01;2015-05-31,2015-04-02;2015-05-22,8/19/2015,19,3/14/2015,5/1/2015,5/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/2/2015,5/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020568831,2015-02-23;2015-03-12,3/12/2015,8/19/2015,17,2/23/2015,3/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183321030,2014-06-16;2014-07-03;2014-10-14,2014-07-02;2014-07-15,8/19/2015,16,6/16/2014,7/3/2014,10/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/2/2014,7/15/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7378814827,2014-10-01;2014-10-21;2014-11-12;2014-12-07;2014-12-30;2015-01-22;2015-02-20;2015-03-10;2015-03-31;2015-04-22;2015-05-13;2015-05-28;2015-06-15;2015-07-15,2014-10-20;2014-11-12;2014-12-05;2014-12-29;2015-01-20;2015-02-14;2015-03-10;2015-03-28;2015-04-22;2015-05-13;2015-05-28;2015-06-15;2015-07-11,8/19/2015,19,10/1/2014,10/21/2014,11/12/2014,12/7/2014,12/30/2014,1/22/2015,2/20/2015,3/10/2015,3/31/2015,4/22/2015,5/13/2015,5/28/2015,6/15/2015,7/15/2015,,,,,,,,,,,,,,,,,,,,10/20/2014,11/12/2014,12/5/2014,12/29/2014,1/20/2015,2/14/2015,3/10/2015,3/28/2015,4/22/2015,5/13/2015,5/28/2015,6/15/2015,7/11/2015,,,,,,,,,,,,,,,,,,,
3380009999,2015-07-01;2015-08-03,7/31/2015,8/19/2015,30,7/1/2015,8/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776111859,2015-06-18;2015-07-10;2015-07-27;2015-08-09,2015-07-02;2015-07-27;2015-08-06,8/19/2015,14,6/18/2015,7/10/2015,7/27/2015,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/2/2015,7/27/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314735035,2015-07-17;2015-08-09,8/9/2015,8/19/2015,23,7/17/2015,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002692992,2015-06-01;2015-06-09,6/9/2015,8/19/2015,8,6/1/2015,6/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7822001133,2015-07-20;2015-07-28;2015-08-13,2015-07-28;2015-08-13,8/19/2015,8,7/20/2015,7/28/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/28/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676546225,7/6/2015,,8/19/2015,,7/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9513977406,8/28/2014,,8/19/2015,,8/28/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670141772,2014-05-20;2014-05-30,5/30/2014,8/19/2015,10,5/20/2014,5/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7366844365,5/15/2015,,8/19/2015,,5/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061012163,2015-07-09;2015-08-05,7/30/2015,8/19/2015,21,7/9/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497166208,2015-03-29;2015-05-10;2015-06-02;2015-06-27;2015-07-20;2015-08-11,2015-04-17;2015-05-31;2015-06-23;2015-07-19;2015-08-11,8/19/2015,19,3/29/2015,5/10/2015,6/2/2015,6/27/2015,7/20/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/17/2015,5/31/2015,6/23/2015,7/19/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
9889040447,7/27/2015,,8/19/2015,,7/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016018499,4/27/2015,,8/19/2015,,4/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110112364,2015-07-04;2015-07-25,2015-07-25;2015-08-17,8/19/2015,21,7/4/2015,7/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/25/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656062708,2014-04-22;2014-04-22;2014-05-30;2014-06-18;2014-07-25;2014-08-16;2014-09-04;2014-09-25;2014-10-21;2014-12-01;2014-12-23;2015-01-12;2015-01-24;2015-02-07;2015-03-01;2015-03-21;2015-04-13;2015-05-01;2015-06-16;2015-07-10;2015-08-05,2014-04-22;2014-05-13;2014-06-18;2014-07-11;2014-08-15;2014-09-03;2014-09-24;2014-10-17;2014-11-04;2014-12-19;2015-01-08;2015-01-21;2015-02-06;2015-03-01;2015-03-21;2015-04-13;2015-05-01;2015-06-12;2015-07-10;2015-08-05,8/19/2015,0,4/22/2014,4/22/2014,5/30/2014,6/18/2014,7/25/2014,8/16/2014,9/4/2014,9/25/2014,10/21/2014,12/1/2014,12/23/2014,1/12/2015,1/24/2015,2/7/2015,3/1/2015,3/21/2015,4/13/2015,5/1/2015,6/16/2015,7/10/2015,8/5/2015,,,,,,,,,,,,,4/22/2014,5/13/2014,6/18/2014,7/11/2014,8/15/2014,9/3/2014,9/24/2014,10/17/2014,11/4/2014,12/19/2014,1/8/2015,1/21/2015,2/6/2015,3/1/2015,3/21/2015,4/13/2015,5/1/2015,6/12/2015,7/10/2015,8/5/2015,,,,,,,,,,,,
